,Hotel_Name,City_Name,country_name,Rating,Price/Night,Amenities,Description,Review1,Review2
688,HOTEL KRISHNA JI,haridwar,India,4.4,1235,"['Air Conditioning', 'Airport Transfer (on Demand)', 'Outdoor Activities', 'Travel Assistance']","Hotel Krishna ji Chitra Talkies Lane, Sharvan Nath Nagar, Haridwar - 249401","Hotel is well placed and very near to the railway station. Rooms are spacious and clean. Restaurant's food is good but over priced.
Overall, it was a nice place to stay.","nice hotel, nice food the staff is helpful and the food is awesome. rooftop restaurant is a plus you can enjoy"
689,Ambrosia Sarovar Portico,haridwar,India,4.4,2262,"['Doctor On Call', 'Free Internet', 'Air Conditioning', 'Indoor Entertainment']","NH-58, Near Crystal World Water Park, P. O. Patanjali Yogpeeth, Haridwar - 249401","The room was neat and tidy. The checkin was swift. We had a comfortable stay.
The breakfast was lavish and the staff was very",I personally feel that this is the best hotel info star category around Haridwar. the food is good the rooms are spacious that toilets are spacious the rooms are clean the reception staff is very courteous main leave this hotel comprise and fulfills the standard of a forest star hotel in our respect one cannot find shortcomings and deficiencies here.the hotel is a little bit far from main Central Haridwar but it doesn't matter for the quality and status travellers who can afford the price becaus ...more
690,Hotel LG Residency,haridwar,India,4.2,999,"['Free Internet', 'Air Conditioning', 'Parking Facility', 'Conference Room']","Avdhoot Mandal Ashram Road, Near Singh Dwar Chowk, Haridwar - 249404","nice staff , clean rooms and food food quality and mast try the cold coffee.",value for money hotel clean room good location nice food cooperative staff good ambience parking available toiletries mineral water provided complimentary a roof restaurant is a must visit place for a memorable experience strongly recommended
691,RIO RESORT,lansdowne,India,4.3,2070,"['Air Conditioning', 'Laundry Service', 'Dining', 'Room Service']","Khatauni No.2,Khet No. 204 to 206,village rauthan Bilangi Dugadda, Lansdowne - 246127",it was a wonderful experience...loved the resort...its ambience and location was simply amazing...we booked cottage room of the hotel and the view from there in the morning was breathtaking...inroom service was very good...boys/staffs were very humble...I loved the chicken masala...must try for nonveg guest😉,Hospitality and Food were good. A very relaxed stay river side.
692,Hills of Adventure,lansdowne,India,4.6,1134,"['Power backup', 'Restaurant/Coffee Shop', 'CCTV surveillance', 'Indoor Entertainment']","House No, Village Tango, Sijeth, Dugadda, Lansdowne - 246127",excellent 👍 food 👌 scene 👌 service,No mobile network. Extremely pleasant and peaceful.
693,Eden RiverSide Camp,lansdowne,India,4.5,1669,"['Power backup', 'Restaurant/Coffee Shop', 'Laundry Service', 'CCTV surveillance']","Village: Rothan Bhilangi, PO. Fatehpur, Lansdowne - 246127","Must go place everything is good there food, service and view. Neat and clean tents. Staff is very cooperative and polite. Only one thing there we didn't get hot water n when i asked one of staff there they say we dont hv hot water. So plz carry ur heating rod or hot water Kettle",it was an nice place for an enjoyment specially the evening time. The food was good.
694,Seclude Lansdowne,lansdowne,India,4.1,4626,"['Dining', 'Power backup', 'Indoor Entertainment', 'Daily housekeeping']","Umari Khal, Seela Lansdowne - 246162",The property was located bit in outer area. Food was good. We easily accessed free WiFi facility. Security wise I didn't faced any problem.,The views are great. property is around 15 km before Landsdowne but is 5 km by walk/trek. staff is nice and friendly. food is tasty. there could have been more windows inside with net to feel evening breeze inside the room. rest is good.
695,Chayan Cottages Lansdowne,lansdowne,India,3.2,1517,"['Restaurant/Coffee Shop', 'Laundry Service', 'Smoking Rooms Available', 'Outdoor Activities']","Aljuni , Tarkeshwar Mahadeo Road , Adhariyakhal, Lansdowne - 246155","The location is 2 hours more from lansdowne centre point. We booked 2 rooms but when we reached there, the hotelier had only one room vacant and that too was a pathetic one. No signal in the property so they took us 1km above the hills where the signal is received from where we could call.
Worst experience ever","place is peaceful with basic amenities but it is too far from Lansdowne town...you can stay here if u love real jungle and peace. Subhash bhai manager is very co-operative. best part is that it is atleast 300 mtrs more higher than Lansdowne.
Enjoyed alot
keep basic medicine and enough cash..."
696,7 Hills Hotel and Resort,lansdowne,India,Rating not found,3408,"['Indoor Entertainment', 'Conference Room', 'Outdoor Activities', 'Banquet hall']","7 Hills Hotel and Resort, 189, Village Fatehpur, Lansdowne Road, 246127",Review not found,Review not found
697,"Fortune Resort Grace, Mussoorie-Member ITC Hotel Group",mussoorie,India,4.4,4607,"['Doctor On Call', 'Air Conditioning', 'Indoor Entertainment', 'Parking Facility']","Library Bazar,Gandhi Chowk, Mussoorie - 248179","good staff,good food quality, excellent location, very conviniently located.
good views from the room.
have play area for kids as well.
they upgraded my room for free.
thanks for the complimentary b'day cake .
really appreciate that","Nice hotel with excellent views of the mountains. in room facilities are also good. location is right on mall road which is the main market. there are many indoor activities for kids too. food and other services are bit expensive though. and yes lot of monkeys around ur windows so better to keep them closed.
Location, room service and supportive staff"
698,JW Marriott Mussoorie Walnut Grove,mussoorie,India,4.7,15500,"['Power backup', 'Parking Facility', 'Banquet hall', 'Business Services']","Village Siya,Kempty Fall Road Tehri Garhwal, Mussoorie - 248179",it was a great stay.. super view from the room which we stayed.. super breakfast spread and loveliest candle light dinner at the open area..also would suggest to keep the breakfast over there so one can get to see awesome morning view. there was a special evening on the valentine day with a live music.. evening snacks and games time was also the good part of stay. property is very well maintained right from swimming pool to club house to awesome rooms . even we can use the swimming pool during w ...more,"One of the best property in mussoorie, The view from here is simply awesome. Staff is very helpful, Food is very delicious"
699,Hotel Hamers International,mussoorie,India,3.7,928,"['Free Internet', 'Laundry Service', 'Dining', 'Spa']","Right on Mall Road, In the heart of the town, No Climb, Near Dominos, State Bank of India, Mussoorie - 248179","It's been my 2nd stay to mussorie and hammers was the correct choice. The ambience was pleasant. Staff's hospitality was very cooperative and friendly. The icing on the cake was the location of the hotel....close to many good restaurants, great places for shopping. Some of the hotel work was still under renovation but still i faced no problems so far. The rooms were spacious, food was budget friendly and one gets good vibes from it.",Good & courteous staff. Super Deluxe Rooms are very good & spacious. And the best part was the superb tea - the best ever tasted in Mussoorie.
700,Hotel Omkar,mussoorie,India,4,604,"['Power backup', 'Parking Facility', 'Restaurant/Coffee Shop', 'Laundry Service']","Spring Road, Libary Chowk, Mussoorie - 248179",great hotel. a bit distant from mall road but worth the price. rooms are exceptionally beautiful. food is very very tasty . staff is stict which is very important for safety. parking is safe. best suitable for those who are coming with there own vehicle.,"I booked Deluxe Room and it was fantastic experience for me. Amazing interior and view inside room. Staff behaviour is very good. food was tasty and Average prices.
One thing is not Good that it's too far from Library Chowk. but you can buy scooty on rent from hotel.
window view amazing and food was fantastic."
701,Hotel Highland - A Boutique Hotel,mussoorie,India,3.9,2730,"['Free Internet', 'Indoor Entertainment', 'Conference Room', 'Outdoor Activities']","Hotel Highland, Barlowganj, Near St.Georje college, Amar Villa, Mussoorie - 248122","Truth is, We visit to hill station to capture natural beauty in our eyes, so hotel Highland is perfect place to enjoy nature view from your room itself.
Hotel is 5km away from Massoorie Bus Station, far away from crown and in the lap of nature.
Food was awesome and tasty, with good service.
Staff were well behaved and cooperative.
Rooms were spacious and executive room with balcony gives you good valley view which you can enjoy from your room.
Room Tip- Please book Executive Room with p ...more","Awesome experience... All facilities are very good. Hotel is on Barlow ganj road near by Jaypee residency. approx 4.5 km away from mall road. Free parking available, Prime location if you have your own vehicle.
Highly recommend... I had read reviews for food and as per review food was good.But as per my experience food was not good, Although food was awesome and very tasty.
Staff behaviour was very good..."
702,Hotel Devlok Primal,mussoorie,India,4,1458,"['Free Internet', 'Parking Facility', 'Laundry Service', 'Dining']","Charleville Road, Near Gandhi Chowk, Mussoorie - 248179","stayed for 2 nights at Devlok Pirmal. It is very next to Library Chowk and start point for Mall Road. Location of hotel is good on terms of proximity to Mall road (approx 300 m) and Parking for vehicles.
Rooms are decent sized, clean and washrooms are also neat and clean.
Restaurant made good but you will hardly find guests in restaurant due to over pricing and late service.
Overall its nice place to live in budget. staff is also nicely behavioured.
I recommend for family stay but book in advanc ...more","Very nice hotel, good location near to mall road, parking space available, clean rooms, clean linen."
